model1,model2,fold,stimuli,conv1,block1,block2,block3,block4
chest-ImageNet-freezeTrue,chest-RadImageNet-freezeTrue,fold3,chest,0.5474066085541341,0.38515149951843214,0.3172053748949194,0.2292892727086703,0.15394636221511004
chest-ImageNet-freezeTrue,chest-RadImageNet-freezeTrue,fold4,chest,0.5521790864318653,0.38851016087443874,0.31633077418000716,0.22856436673220512,0.1565025978996559
chest-ImageNet-freezeTrue,chest-RadImageNet-freezeTrue,fold5,chest,0.5563632674841704,0.3855415695105635,0.31777921628221917,0.2302262651885681,0.1523373944285455
chest-ImageNet-freezeTrue,ImageNet,fold1,chest,0.9242993301208905,0.8715331387942712,0.727866829013987,0.44325591147831833,0.23779197735477875
chest-ImageNet-freezeTrue,ImageNet,fold2,chest,0.9206340504309136,0.8725333889827821,0.7233901872785578,0.44690150179558674,0.22578738278054353
chest-ImageNet-freezeTrue,ImageNet,fold3,chest,0.9219491054468923,0.8796235680163094,0.7365843615552464,0.4575336399313235,0.2346552318443671
chest-ImageNet-freezeTrue,ImageNet,fold4,chest,0.923088508715554,0.8778319547254029,0.7296341771046226,0.44011252403612716,0.226600284888886
chest-ImageNet-freezeTrue,ImageNet,fold5,chest,0.949357220240206,0.9113717935533874,0.7891467757956475,0.5475481834324543,0.29035857039514107
chest-RadImageNet-freezeTrue,RadImageNet,fold1,chest,0.8530090930369152,0.41720740250154503,0.33358381357723443,0.3390490146694094,0.3500739289173291
chest-RadImageNet-freezeTrue,RadImageNet,fold2,chest,0.8451425752437103,0.42282221111568113,0.3312601233819152,0.3348678958322372,0.3392234028738621
chest-RadImageNet-freezeTrue,RadImageNet,fold3,chest,0.8509829696004362,0.4188810287478429,0.3330499107663509,0.3349076767939678,0.3302594322931774
chest-RadImageNet-freezeTrue,RadImageNet,fold4,chest,0.8571399571033635,0.42687926267619414,0.3262348962470349,0.3374333853912984,0.3462364292101928
chest-RadImageNet-freezeTrue,RadImageNet,fold5,chest,0.8481465773727477,0.41612865592330434,0.3223217529927895,0.33073886852416895,0.33460451378432
